"번호","사업장명","소재지전체주소","도로명전체주소","인허가일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","건물소유구분명","급수시설구분명","년도","다중이용업소여부","시설총규모","위생업종명","위생업태명","총종업원수","전화번호","위치정보(X)","위치정보(Y)","인허가번호","상세영업상태명","기준일"
"127","주식회사 스테이크아웃","서울특별시 강남구 삼성동 159번지 ","서울특별시 강남구 영동대로 513 지상1층 (삼성동 코엑스 동측광장 )","2017-04-26","운영중","","","","","7.00","135090","","","2017","N","7","휴게음식점","푸드트럭","","031-751-8311","205230.34201100000  ","445818.07172100000  ","3220000-104-2017-00267","영업","2018-04-26"
"128","황금장","서울특별시 영등포구 여의도동 86-7번지 여의도한강공원 민속놀이마당 일원 ","","2017-04-05","운영중","","","","","9.00","150897","","","2017","N","9","휴게음식점","푸드트럭","","","194794.056976       ","446552.633063       ","3180000-104-2017-00095","영업","2018-04-26"
"129","도심형팜파티협동조합","서울특별시 영등포구 여의도동 86-7번지 여의도 한강공원 민속놀이마당 일원 ","","2017-04-05","운영중","","","","","9.00","150897","","","2017","N","9","휴게음식점","푸드트럭","","","194794.056976       ","446552.633063       ","3180000-104-2017-00100","영업","2018-04-26"
"130","삼천포사나이","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(95마8992) ","서울특별시 영등포구 여의동로 330 (여의도동 여의도한강공원 물빛광장(95마8992) )","2017-04-12","운영중","","","","","9.00","150010","","","2017","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2017-00107","영업","2018-04-26"
"131","오픈더키친","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(86더9757) ","서울특별시 영등포구 여의동로 330 (여의도동 여의도한강공원 물빛광장(86더9757))","2016-04-14","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00101","영업","2018-04-26"
"132","야끼트럭","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(90저2804) ","서울특별시 영등포구 여의동로 330 (여의도동 여의도한강공원 물빛광장(90저2804))","2016-04-14","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00102","영업","2018-04-26"
"133","세모청카페","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(87부5266) ","서울특별시 영등포구 여의동로 330 (여의도동 여의도한강공원 물빛광장(87부5266))","2016-04-14","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00103","영업","2018-04-26"
"134","미스꼬레아","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(89서6175) ","서울특별시 영등포구 여의동로 330 (여의도동 여의도한강공원 물빛광장(89서6175))","2016-04-14","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00104","영업","2018-04-26"
"135","나초킹","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(80모5655) ","서울특별시 영등포구 여의동로 330 (여의도동 여의도한강공원 물빛광장(80모5655))","2016-04-14","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00105","영업","2018-04-26"
"136","고피자(GO PIZZA)","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(80다8372) ","서울특별시 영등포구 여의동로 330 (여의도동 여의도한강공원 물빛광장(80다8372))","2016-04-14","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","02-1800-8972","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00106","영업","2018-04-26"
"138","제이프레쉬(J.FRESH)","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(84소9721) ","서울특별시 영등포구 여의동로 330 (여의도동 여의도한강공원 물빛광장(84소9721))","2016-04-14","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00108","영업","2018-04-26"
"139","엘비아헤(EL VIAJE)","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(82누2790) ","서울특별시 영등포구 여의동로 330 (여의도동 여의도한강공원 물빛광장(82누2790))","2016-04-14","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00110","영업","2018-04-26"
"140","할배츄러스","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(82로4720) ","서울특별시 영등포구 여의동로 330 (여의도동 여의도한강공원 물빛광장(82로4720))","2016-04-14","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00112","영업","2018-04-26"
"141","치미추리","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(80도9153) ","서울특별시 영등포구 여의동로 330 여의도한강공원 물빛광장(80도9153) (여의도동)","2016-04-14","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00113","영업","2018-04-26"
"142","삐삣버거","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(95무3102) ","서울특별시 영등포구 여의동로 330 (여의도동 여의도한강공원 물빛광장(95무3102))","2016-04-14","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00114","영업","2018-04-26"
"143","알로하피자","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(80두4022) ","서울특별시 영등포구 여의동로 330 (여의도동 여의도한강공원 물빛광장(80두4022))","2016-04-14","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00117","영업","2018-04-26"
"144","타이로드","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(97소4382) ","서울특별시 영등포구 여의동로 330 (여의도동 여의도한강공원 물빛광장(97소4382))","2016-04-14","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00118","영업","2018-04-26"
"145","쎄라비카페","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(99다1938) ","서울특별시 영등포구 여의동로 330 (여의도동 여의도한강공원 물빛광장(99다1938))","2016-04-14","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00120","영업","2018-04-26"
"146","셰프리(CHEF LEE)","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(99더1885) ","서울특별시 영등포구 여의동로 330 (여의도동 여의도한강공원 물빛광장(99더1885))","2016-04-14","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00119","영업","2018-04-26"
"147","매드브라더스","서울특별시 양천구 목동 914번지 목동야구장 앞 주차장 ","서울특별시 양천구 안양천로 939 (목동 목동야구장 앞 주차장)","2016-07-21","운영중","","","","","9.00","158050","","상수도전용","2016","N","9","휴게음식점","푸드트럭","","","189660.59285900000  ","447921.37917100000  ","3140000-104-2016-00174","영업","2018-04-26"
"148","소바트럭","서울특별시 중구 을지로7가 2-1번지 1층 ","서울특별시 중구 을지로 281 1층 (을지로7가)","2016-06-28","운영중","","","","","18.00","100197","","","2016","N","18","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2016-00212","영업","2018-04-26"
"149","로컬드로잉","서울특별시 중구 을지로7가 2-1번지 1층 ","서울특별시 중구 을지로 281 1층 (을지로7가)","2016-06-28","운영중","","","","","3.30","100197","","","2016","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2016-00216","영업","2018-04-26"
"150","CURVE(커브)","서울특별시 중구 서소문동 37번지 서울시청 서소문청사 후생동앞 주차구역내 지정 위치 ","서울특별시 중구 덕수궁길 15 (서소문동 서울시청 서소문청사 후생동앞 주차구역내 지정 위치)","2016-06-29","운영중","","","","","10.00","100813","","","2016","N","10","휴게음식점","푸드트럭","","","197877.76067000000  ","451673.48695900000  ","3010000-104-2016-00219","영업","2018-04-26"
"151","더티댄싱","서울특별시 중구 을지로7가 2-1번지 1층 ","서울특별시 중구 을지로 281 1층 (을지로7가)","2016-06-29","운영중","","","","","10.00","100197","","","2016","N","10","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2016-00223","영업","2018-04-26"
"152","시카고문스","서울특별시 중구 을지로7가 2-1번지 1층 ","서울특별시 중구 을지로 281 1층 (을지로7가)","2016-06-29","운영중","","","","","3.30","100197","","","2016","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2016-00226","영업","2018-04-26"
"153","그래머시 키친","서울특별시 서초구 반포동 115-5번지 달빛광장 앞 ","서울특별시 서초구 신반포로11길 40 (반포동 달빛광장 앞 )","2016-08-12","운영중","","","","","6.00","137040","","","2016","N","6","휴게음식점","푸드트럭","","","199357.32032600000  ","445358.07046700000  ","3210000-104-2016-00328","영업","2018-04-26"
"154","헝그리베어","서울특별시 송파구 잠실동 10번지 ","서울특별시 송파구 올림픽로 25 (잠실동 종합운동장)","2016-09-01","운영중","","","","","3.30","138889","","","2016","N","3.3","휴게음식점","푸드트럭","","","206769.66083200000  ","446304.78407800000  ","3230000-104-2016-00259","영업","2018-04-26"
"155","피턴하우스","서울특별시 은평구 녹번동 5-29번지 서울혁신파크 야외광장(84루4051) ","서울특별시 은평구 통일로 684 (녹번동 서울혁신파크 야외광장(84루4051))","2016-10-14","운영중","","","","","14.00","122824","","","2016","N","0","휴게음식점","푸드트럭","","","194290.10277500000  ","456660.65029200000  ","3110000-104-2016-00179","영업","2018-04-26"
"156","에그","서울특별시 은평구 녹번동 5-29번지 서울혁신파크 야외광장 ","서울특별시 은평구 통일로 684 (녹번동 서울혁신파크 야외광장)","2016-10-14","운영중","","","","","3.30","122824","","","2016","N","3.3","휴게음식점","푸드트럭","","02-552-9799","194290.10277500000  ","456660.65029200000  ","3110000-104-2016-00181","영업","2018-04-26"
"157","갈현떡볶이","서울특별시 은평구 녹번동 5-29번지 서울혁신파크 야외광장 ","서울특별시 은평구 통일로 684 (녹번동 서울혁신파크 야외광장)","2016-10-14","운영중","","","","","3.30","122824","","","2016","N","3.3","휴게음식점","푸드트럭","","","194290.10277500000  ","456660.65029200000  ","3110000-104-2016-00185","영업","2018-04-26"
"158","뚜레쥬르","서울특별시 영등포구 여의도동 8번지 87조2992 ","서울특별시 영등포구 여의동로 330 (여의도동 87조2992)","2016-10-12","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","02-1577-0700","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00361","영업","2018-04-26"
"159","홍콩익스프레스","서울특별시 은평구 녹번동 5-29번지 서울혁신파크(차량 85서8797) ","서울특별시 은평구 통일로 684 (녹번동 서울혁신파크 (차량 85서8797))","2017-03-14","운영중","","","","","6.60","122824","","","2017","N","6.6","휴게음식점","푸드트럭","","","194290.10277500000  ","456660.65029200000  ","3110000-104-2017-00047","영업","2018-04-26"
"160","니키스","서울특별시 동작구 상도동 511번지 ","서울특별시 동작구 상도로 369 (상도동 숭실대학교 웨스트민스터홀 뒤)","2017-02-23","운영중","","","","","9.00","156030","","","2017","N","9","휴게음식점","푸드트럭","","","196529.41370800000  ","444264.85987900000  ","3190000-104-2017-00028","영업","2018-04-26"
"161","마녀 떡볶이","서울특별시 서초구 서초동 1318-11번지 강남역 910번 출구 ","","2017-03-14","운영중","","","","","10.00","137856","","","2017","Y","10","휴게음식점","푸드트럭","","","202324.713141       ","443985.094905       ","3210000-104-2017-00087","영업","2018-04-26"
"162","맛있다 병팔이네","서울특별시 서초구 서초동 1318-8번지 강남역 9번10 출구앞 ","서울특별시 서초구 강남대로 399 (서초동 강남역 9번10 출구앞 외2개소주변)","2017-03-17","운영중","","","","","10.00","137856","","","2017","Y","10","휴게음식점","푸드트럭","","","202373.60862600000  ","444312.08637300000  ","3210000-104-2017-00090","영업","2018-04-26"
"163","디디아시안키친","서울특별시 영등포구 여의도동 8번지 물빛광장 2017년 서울밤도깨비야시장(81로6993) ","서울특별시 영등포구 여의동로 330 (여의도동 물빛광장 2017년 서울밤도깨비야시장(81로6993))","2017-03-21","운영중","","","","","9.00","150010","","","2017","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2017-00052","영업","2018-04-26"
"164","풀잎채","서울특별시 서초구 잠원동 69-2번지 반포쇼핑타운 앞 ","서울특별시 서초구 신반포로 189 (잠원동 반포쇼핑타운 앞 )","2017-03-21","운영중","","","","","10.00","137908","","","2017","Y","10","휴게음식점","푸드트럭","","","200430.45064900000  ","445230.58514500000  ","3210000-104-2017-00096","영업","2018-04-26"
"165","푸드캠프","서울특별시 서초구 반포동 115-5번지 반포한강공원 내 ","서울특별시 서초구 신반포로11길 40 1층 (반포동 반포한강공원)","2017-03-21","운영중","","","","","10.00","137040","","","2017","Y","10","휴게음식점","푸드트럭","","","199357.32032600000  ","445358.07046700000  ","3210000-104-2017-00097","영업","2018-04-26"
"166","Gold Steak & Shrimp(골드 스테이크 & 쉬림프)","서울특별시 서초구 반포동 115-5번지 반포한강공원 ","서울특별시 서초구 신반포로11길 40 (반포동 반포한강공원)","2017-03-22","운영중","","","","","10.00","137040","","","2017","Y","10","휴게음식점","푸드트럭","","","199357.32032600000  ","445358.07046700000  ","3210000-104-2017-00099","영업","2018-04-26"
"167","테이스틸러","서울특별시 서초구 반포동 115-5번지 반포한강공원 ","서울특별시 서초구 신반포로11길 40 (반포동 반포한강공원)","2017-03-22","운영중","","","","","10.00","137040","","","2017","Y","10","휴게음식점","푸드트럭","","","199357.32032600000  ","445358.07046700000  ","3210000-104-2017-00100","영업","2018-04-26"
"168","푸드캠핑","서울특별시 서초구 반포동 115-5번지 반포한강공원 ","서울특별시 서초구 신반포로11길 40 (반포동 반포한강공원)","2017-03-22","운영중","","","","","10.00","137040","","","2017","Y","10","휴게음식점","푸드트럭","","","199357.32032600000  ","445358.07046700000  ","3210000-104-2017-00101","영업","2018-04-26"
"169","에어스트림 키친","서울특별시 서초구 반포동 115-5번지 ","서울특별시 서초구 신반포로11길 40 (반포동 반포한강공원 )","2017-03-22","운영중","","","","","10.00","137040","","","2017","Y","10","휴게음식점","푸드트럭","","","199357.32032600000  ","445358.07046700000  ","3210000-104-2017-00102","영업","2018-04-26"
"170","쌀만난 핫도그","서울특별시 서초구 반포동 115-5번지 반포한강공원 ","서울특별시 서초구 신반포로11길 40 (반포동 반포한강공원)","2017-03-22","운영중","","","","","10.00","137040","","","2017","Y","10","휴게음식점","푸드트럭","","","199357.32032600000  ","445358.07046700000  ","3210000-104-2017-00103","영업","2018-04-26"
"171","강남날라리","서울특별시 서초구 반포동 115-5번지 반포한강공원 ","서울특별시 서초구 신반포로11길 40 (반포동 반포한강공원)","2017-03-22","운영중","","","","","10.00","137040","","","2017","N","10","휴게음식점","푸드트럭","","","199357.32032600000  ","445358.07046700000  ","3210000-104-2017-00104","영업","2018-04-26"
"172","콘사포스(Con Safos)","서울특별시 서초구 반포동 115-5번지 반포한강공원 ","서울특별시 서초구 신반포로11길 40 (반포동 반포한강공원 )","2017-03-22","운영중","","","","","10.00","137040","","","2017","Y","10","휴게음식점","푸드트럭","","","199357.32032600000  ","445358.07046700000  ","3210000-104-2017-00105","영업","2018-04-26"
"173","두남자의 69' STEAK","서울특별시 서초구 반포동 115-5번지 ","서울특별시 서초구 신반포로11길 40 (반포동 반포한강공원)","2017-03-22","운영중","","","","","10.00","137040","","","2017","Y","10","휴게음식점","푸드트럭","","","199357.32032600000  ","445358.07046700000  ","3210000-104-2017-00106","영업","2018-04-26"
"174","부부닭","서울특별시 서초구 반포동 115-5번지 반포한강공원 ","서울특별시 서초구 신반포로11길 40 (반포동 반포한강공원)","2017-03-22","운영중","","","","","10.00","137040","","","2017","Y","10","휴게음식점","푸드트럭","","","199357.32032600000  ","445358.07046700000  ","3210000-104-2017-00108","영업","2018-04-26"
"175","라오스라오","서울특별시 중구 을지로7가 2-1번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281 DDP 팔거리광장 (을지로7가)","2018-04-19","운영중","","","","","10.00","100197","","","2018","N","10","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2018-00111","영업","2018-04-26"
"176","트랜드 치킨 스테이크","서울특별시 금천구 가산동 717번지 독산역2번출구 앞 광장 ","서울특별시 금천구 벚꽃로 115 독산역2번출구 앞 광장 (가산동)","2018-04-20","운영중","","","","","10.00","153023","","","2018","N","10","휴게음식점","푸드트럭","","","190225.83347100000  ","440734.89599300000  ","3170000-104-2018-00049","영업","2018-04-26"
"177","셰프리 푸드트럭","서울특별시 강남구 삼성동 159번지 코엑스 ","서울특별시 강남구 영동대로 513 코엑스동측광장 (삼성동)","2018-04-20","운영중","","","","","9.00","135731","","","2018","N","9","휴게음식점","푸드트럭","","","205230.34201100000  ","445818.07172100000  ","3220000-104-2018-00278","영업","2018-04-26"
"178","푸드트럭팩토리(동탄점)","서울특별시 영등포구 여의도동 86-7번지 여의도한강공원 민속놀이마당 ","","2016-04-05","운영중","","","","","9.00","150897","","","2016","N","9","휴게음식점","푸드트럭","","","194794.056976       ","446552.633063       ","3180000-104-2016-00072","영업","2018-04-26"
"179","푸드트럭팩토리(수원2호점)","서울특별시 영등포구 여의도동 86-7번지 여의도한강공원 민속놀이마당 ","","2016-04-05","운영중","","","","","9.00","150897","","","2016","N","9","휴게음식점","푸드트럭","","","194794.056976       ","446552.633063       ","3180000-104-2016-00073","영업","2018-04-26"
"180","I LOVE FRY","","서울특별시 영등포구 여의동로 343 (여의도동 여의도한강공원 이벤트광장(92로7309))","2016-07-27","운영중","","","","","9.00","","","","2016","N","9","휴게음식점","푸드트럭","","033-441-1991","194065.63500800000  ","447512.33888900000  ","3180000-104-2016-00298","영업","2018-04-26"
"181","DALSOM","","서울특별시 영등포구 여의동로 343 (여의도동 99나1062)","2016-07-27","운영중","","","","","9.00","","","","2016","N","9","휴게음식점","푸드트럭","","","194065.63500800000  ","447512.33888900000  ","3180000-104-2016-00300","영업","2018-04-26"
"182","카페시율","","서울특별시 영등포구 여의동로 343 (여의도동 여의도한강공원 이벤트광장(89서4950))","2016-07-27","운영중","","","","","9.00","","","","2016","N","9","휴게음식점","푸드트럭","","","194065.63500800000  ","447512.33888900000  ","3180000-104-2016-00301","영업","2018-04-26"
"183","사와트럭","","서울특별시 영등포구 여의동로 343 (여의도동 여의도한강공원 이벤트광장(86소3251))","2016-07-27","운영중","","","","","9.00","","","","2016","N","9","휴게음식점","푸드트럭","","","194065.63500800000  ","447512.33888900000  ","3180000-104-2016-00302","영업","2018-04-26"
"184","우마이트럭","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(87더9468) ","서울특별시 영등포구 여의동로 330 (여의도동 여의도한강공원 물빛광장(87더9468))","2016-07-27","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00303","영업","2018-04-26"
"185","필리앤윙스","","서울특별시 영등포구 여의동로 343 (여의도동 여의도한강공원 이벤트광장(98나9355))","2016-07-27","운영중","","","","","9.00","","","","2016","N","9","휴게음식점","푸드트럭","","","194065.63500800000  ","447512.33888900000  ","3180000-104-2016-00304","영업","2018-04-26"
"186","WILD FIRE","","서울특별시 영등포구 여의동로 343 (여의도동 여의도한강공원이벤트광장(91어4403))","2016-07-27","운영중","","","","","9.00","","","","2016","N","9","휴게음식점","푸드트럭","","","194065.63500800000  ","447512.33888900000  ","3180000-104-2016-00305","영업","2018-04-26"
"187","타이타이푸드트럭","","서울특별시 영등포구 여의동로 343 (여의도동 여의도한강공원 이벤트광장(91나3453))","2016-07-20","운영중","","","","","9.00","","","","2016","N","9","휴게음식점","푸드트럭","","","194065.63500800000  ","447512.33888900000  ","3180000-104-2016-00280","영업","2018-04-26"
"188","하하푸드트럭","서울특별시 서초구 반포동 115-5번지 ","서울특별시 서초구 신반포로11길 40 (반포동 달빛광장)","2016-08-22","운영중","","","","","10.00","137040","","","2016","N","10","휴게음식점","푸드트럭","","","199357.32032600000  ","445358.07046700000  ","3210000-104-2016-00337","영업","2018-04-26"
"189","푸드탱크","서울특별시 서초구 반포동 115-5번지 달빛광장 ","서울특별시 서초구 신반포로11길 40 (반포동 달빛광장)","2016-08-22","운영중","","","","","10.00","137040","","","2016","N","10","휴게음식점","푸드트럭","","","199357.32032600000  ","445358.07046700000  ","3210000-104-2016-00339","영업","2018-04-26"
"190","We Cook(위쿡)","서울특별시 서초구 반포동 115-5번지 ","서울특별시 서초구 신반포로11길 40 (반포동 달빛광장)","2016-08-22","운영중","","","","","10.00","137040","","","2016","N","10","휴게음식점","푸드트럭","","","199357.32032600000  ","445358.07046700000  ","3210000-104-2016-00340","영업","2018-04-26"
"191","味in미인초밥","서울특별시 서초구 반포동 115-5번지 ","서울특별시 서초구 신반포로11길 40 (반포동 달빛광장)","2016-08-22","운영중","","","","","10.00","137040","","","2016","N","10","휴게음식점","푸드트럭","","","199357.32032600000  ","445358.07046700000  ","3210000-104-2016-00341","영업","2018-04-26"
"192","더맨꼬치","서울특별시 서초구 반포동 115-5번지 ","서울특별시 서초구 신반포로11길 40 (반포동 달빛광장)","2016-08-22","운영중","","","","","10.00","137040","","","2016","N","10","휴게음식점","푸드트럭","","","199357.32032600000  ","445358.07046700000  ","3210000-104-2016-00342","영업","2018-04-26"
"193","시장주스","서울특별시 서초구 반포동 115-5번지 달빛광장 ","서울특별시 서초구 신반포로11길 40 (반포동 달빛광장)","2016-08-22","운영중","","","","","10.00","137040","","","2016","N","10","휴게음식점","푸드트럭","","","199357.32032600000  ","445358.07046700000  ","3210000-104-2016-00343","영업","2018-04-26"
"194","쁘띠스낵바","서울특별시 양천구 목동 914번지 목동야구장 앞 주차장 ","서울특별시 양천구 안양천로 939 (목동 목동야구장 앞 주차장)","2016-07-20","운영중","","","","","9.00","158050","","상수도전용","2016","N","9","휴게음식점","푸드트럭","","","189660.59285900000  ","447921.37917100000  ","3140000-104-2016-00166","영업","2018-04-26"
"195","청춘꼬치","서울특별시 양천구 목동 914번지 목동야구장 앞 주차장 ","서울특별시 양천구 안양천로 939 (목동 목동야구장 앞 주차장)","2016-07-20","운영중","","","","","9.00","158050","","상수도전용","2016","N","9","휴게음식점","푸드트럭","","","189660.59285900000  ","447921.37917100000  ","3140000-104-2016-00168","영업","2018-04-26"
"196","카페원더","서울특별시 양천구 목동 914번지 목동야구장 앞 주차장 ","서울특별시 양천구 안양천로 939 (목동 목동야구장 앞 주차장)","2016-07-19","운영중","","","","","9.00","158050","","상수도전용","2016","N","9","휴게음식점","푸드트럭","","","189660.59285900000  ","447921.37917100000  ","3140000-104-2016-00156","영업","2018-04-26"
"197","휴하우스","서울특별시 양천구 목동 914번지 목동야구장 앞 주차장 ","서울특별시 양천구 안양천로 939 (목동 목동야구장 앞 주차장)","2016-07-19","운영중","","","","","9.00","158050","","상수도전용","2016","N","9","휴게음식점","푸드트럭","","","189660.59285900000  ","447921.37917100000  ","3140000-104-2016-00157","영업","2018-04-26"
"198","오빠트럭","서울특별시 양천구 목동 914번지 목동야구장 앞 주차장 ","서울특별시 양천구 안양천로 939 (목동 목동야구장 앞 주차장)","2016-07-19","운영중","","","","","9.00","158050","","상수도전용","2016","N","9","휴게음식점","푸드트럭","","","189660.59285900000  ","447921.37917100000  ","3140000-104-2016-00160","영업","2018-04-26"
"199","츄로맨스","서울특별시 양천구 목동 914번지 목동야구장 앞 주차장 ","서울특별시 양천구 안양천로 939 (목동 목동야구장 앞 주차장)","2016-07-19","운영중","","","","","9.00","158050","","상수도전용","2016","N","9","휴게음식점","푸드트럭","","","189660.59285900000  ","447921.37917100000  ","3140000-104-2016-00161","영업","2018-04-26"
"200","후니형","서울특별시 양천구 목동 914번지 목동야구장 앞 주차장 ","서울특별시 양천구 안양천로 939 (목동 목동야구장 앞 주차장)","2016-07-19","운영중","","","","","9.00","158050","","상수도전용","2016","N","9","휴게음식점","푸드트럭","","","189660.59285900000  ","447921.37917100000  ","3140000-104-2016-00162","영업","2018-04-26"
"201","프라이스택(Price-tag)","서울특별시 양천구 목동 914번지 목동야구장 앞 주차장 ","서울특별시 양천구 안양천로 939 (목동 목동야구장 앞 주차장)","2016-07-19","운영중","","","","","9.00","158050","","상수도전용","2016","N","9","휴게음식점","푸드트럭","","","189660.59285900000  ","447921.37917100000  ","3140000-104-2016-00163","영업","2018-04-26"
"202","쿠킹릴라","서울특별시 양천구 목동 914번지 목동야구장 앞 주차장 ","서울특별시 양천구 안양천로 939 (목동 목동야구장 앞 주차장)","2016-07-19","운영중","","","","","9.00","158050","","","2016","N","9","휴게음식점","푸드트럭","","","189660.59285900000  ","447921.37917100000  ","3140000-104-2016-00164","영업","2018-04-26"
"203","머스마둘","서울특별시 양천구 목동 914번지 목동야구장 앞 주차장 ","서울특별시 양천구 안양천로 939 (목동 목동야구장 앞 주차장)","2016-07-19","운영중","","","","","9.00","158050","","상수도전용","2016","N","9","휴게음식점","푸드트럭","","","189660.59285900000  ","447921.37917100000  ","3140000-104-2016-00165","영업","2018-04-26"
"204","쎈트럭","","서울특별시 영등포구 여의동로 343 (여의도동 여의도한강공원 이벤트광장(84도4869))","2016-07-19","운영중","","","","","9.00","","","","2016","N","9","휴게음식점","푸드트럭","","","194065.63500800000  ","447512.33888900000  ","3180000-104-2016-00245","영업","2018-04-26"
"205","휴하우스","","서울특별시 영등포구 여의동로 343 (여의도동 여의도한강공원 이벤트광장(90어5538))","2016-07-19","운영중","","","","","9.00","","","","2016","N","9","휴게음식점","푸드트럭","","","194065.63500800000  ","447512.33888900000  ","3180000-104-2016-00246","영업","2018-04-26"
"206","사랑애푸드카","","서울특별시 영등포구 여의동로 343 (여의도동 여의도한강공원 이벤트광장(82더9415))","2016-07-19","운영중","","","","","9.00","","","","2016","N","9","휴게음식점","푸드트럭","","","194065.63500800000  ","447512.33888900000  ","3180000-104-2016-00247","영업","2018-04-26"
"207","코코하우스(COCO HOUSE)","서울특별시 영등포구 여의도동 844번지 여의도한강공원 이벤트광장 ","서울특별시 영등포구 여의동로 343 (여의도동 여의도한강공원 이벤트광장)","2016-07-19","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194065.63500800000  ","447512.33888900000  ","3180000-104-2016-00248","영업","2018-04-26"
"208","매직킹","","서울특별시 영등포구 여의동로 343 (여의도동 여의도한강공원 이벤트광장(89노3832))","2016-07-19","운영중","","","","","9.00","","","","2016","N","9","휴게음식점","푸드트럭","","","194065.63500800000  ","447512.33888900000  ","3180000-104-2016-00249","영업","2018-04-26"
"209","STEAK BOX","","서울특별시 영등포구 여의동로 343 (여의도동 여의도한강공원 이벤트광장(92어8851))","2016-07-19","운영중","","","","","9.00","","","","2016","N","9","휴게음식점","푸드트럭","","","194065.63500800000  ","447512.33888900000  ","3180000-104-2016-00250","영업","2018-04-26"
